candidate_sha256,source_youtube_id,title,video_url,channel_title,proposed_leaf_key,transcript_language,caption_type,view_metric_version,duration_seconds,transcript_preview,decision,reviewed_leaf_key,transcript_quality,reviewer,reviewed_at,review_notes
c7ebaa59f4cb8dd13ece8902cc639c708d02d94c334dacb785e66fa1c2f131fd,bgtxAFTUS1w,CANON R50V โคตรดูถูกมัน...อะไรที่เปลี่ยนใจผมได้!!!,https://www.youtube.com/watch?v=bgtxAFTUS1w,Munk TV,camera,th,unspecified,youtube_play_start_view_v2,738,"คือ พูด จริง ๆ ถ้า ใคร เปิด บริษัท มา แล้ว มี งบ 30,000 เนี่ย ผม ตาม หา กล้อง ตัว นึง ฮะ กล้อง ที่ แบบ ไม่ คิด ว่า จะ เจอ งง มาก กับ ตัว นี้ มัน เป็น อะไร ที่ aming มาก ไม่ อยาก จะ เวอร์ ไม่ ได้ จ้าง มา จาก ใจ ใช้ ทุก แบรนด์ นะ ครับ มัน คือ E R50 V ฟึบ ๆ Subscribe ด้วย นะ คะ นี่ ฮะ คือ ตัว นี้ เลย มัน บ้า มาก มัน เป็น entry Level นะ ปกติ ผม จะ คลั่ง แต่ ตัว ท็อป สุด อะไร ที่ มัน ดี ที่ สุด ตัว นี้ เป็น APSC ปกติ ผม ไม่ ค่อย เล่น อยู่ แล้ว กล้อง full frame ปกติ เท่า นี้ เซ็นเซอร์ ก็ จะ เล็ก หน่อย",,,,,,
364967b4aeb09c8ae3aaf1de3b780a1c202d269d9573cbec96c780ad939d73f8,mz6lJNxZ0kc,Insta360 Luna Ultra vs DJI Osmo Pocket 4P เรื่องที่ไม่มีใครกล้าพูด จากผู้ใช้งานจริง,https://www.youtube.com/watch?v=mz6lJNxZ0kc,Munk TV,camera,th,unspecified,youtube_play_start_view_v2,1050,คู่ เ เลิก ยาก เชื่อ ๆ ครับ แล้ว หลาย คน ไม่ บอก เรื่อง เหล่า นี้ ด้วย แต่ ถ้า ดู จบ ผม ว่า เลือก ได้ แน่ นอน และ ไม่ ผิด ตัว ด้วย อื เลือก ยาก Which one do you like ผม มี โอกาส ได้ ใช้ Luna Ultra ก่อน นะ ฮะ เอา ไป ญี่ปุ่น มัน เลย ล่ะ เอา ไป ดู แฟชั่น โชว์ พก ไป เที่ยว เจอ ข้อ ดี ข้อ เสีย เยอะ DJI ก็ อยู่ กับ มัน แบบ เต็ม อิ่ม เหมือน กัน ต้อง บอก ตรง ๆ ว่า เวลา มี คน ถาม อ่ะ พี่ มังค ตัว ไหน ดี กว่า คะ โอ ถาม ง่าย ๆ อย่าง งี้ แต่ ตอบ ยาก มาก เลย ผม ก็ จะ บอก ไป ว่า ถ้า การ ใช้ งาน แวบ แรก นะ ผม ,,,,,,
6111f654d70e7d484d8ad6e81caf078f114417c30007dcdd7eb4f06ca5e2da2a,KvvdIdH3-no,Insta360 X6 หลังใช้จริง - ซื้อครั้งแรกคุ้มไหม? รุ่นเก่าควรเปลี่ยนหรือยัง?,https://www.youtube.com/watch?v=KvvdIdH3-no,GU ZAP,camera,th,unspecified,youtube_play_start_view_v2,1382,ช่วง หลัง ๆ มา เนี่ย ผม จะ อิน กับ กล้อง ประเภท นึง มาก ครับ ซึ่ง เป็น กล้อง ประเภท ที่ ผม ไม่ คิด ว่า ผม จะ ซื้อ มา ใช้ นะ ครับ ก็ คือ พวก กล้อง 360 ทั้ง หลาย แหล่ นะ ครับ คน นี้ ไม่ เคย ใช้ มา ก่อน เนี่ย ก็ จะ มี คำ ถาม ครับ ว่า เฮ้ย เรา จะ ซื้อ กล้อง 360 มา ทำไม กัน ใน เมื่อ เรา มี กล้อง มือ ถือ อยู่ แล้ว เรา มี กล้อง ใหญ่ ๆ เอา ไว้ ถ่าย Vล็ogอก ของ เรา อยู่ แล้ว หรือ อีก กลุ่ม นึง ครับ คือ กลุ่ม คน ที่ ได้ เคย ใช้ งาน แล้ว นะ ครับ พอ เรา เห็น Insta 360 X6 เ เปิด ตัว ใหม่ ก็ จะ มี คำ ถาม ขึ้น,,,,,,
58ed2ecda6d6ee89ef914f8ec1cceb49bf1ea31039c19d8b8e0db4abe088693c,-tljIpc7VY0,Sony Alpha 7C II ฟูลเฟรม Compact Size ความอเนกประสงค์ขั้นสุดภาพนิ่งดีวิดีโอเก่ง #Alpha7CII#BIGCAMERA,https://www.youtube.com/watch?v=-tljIpc7VY0,BIG Camera,camera,th,unspecified,youtube_play_start_view_v2,61,Sony a7c Mark 2 กล้อง Pro size Compact สำหรับ ใคร ที่ กำลัง มอง หา กล้อง Mate Full Frame ที่ อัด มา ด้วย ฟีเจอร์ พร้อม ใช้ งาน ใน ขนาด Compact กระทัด รั Sony a7c Mark 2 มา พร้อม เซ็นเซอร์ Full Frame ขนาด ใหญ่ ความ ละเอียด 33 ล้าน พิกเซล มา พร้อม ระบบ โฟกัส แบบ Hybrid ที่ เสริม ความ สามารถ ด้วย AI ทำ ให้ ฟังก์ชัน Real Time tracking ทำ งาน ได้ ดี ขึ้น กว่า เดิม และ ใน ส่วน ของ ภาพ นิ่ง ยัง มี creative Look ที่ ช่วย ทำ ทำให้ ภาพ สี สัน สวย ขึ้น จน แทบ จะ จบ งาน หลัง กล้อง ได้ เลย ใน ส่วน ของ งาน ดี,,,,,,
78de88854091377f3fb90844ce9cbec45ede125a5c3d8cbfb9e1a3c5987de12d,YQ66HWPUrr4,Sony a5100  กล้องคลาสสิคที่ยังน่าใช้  #รีวิวSonya5100 #sonya5100,https://www.youtube.com/watch?v=YQ66HWPUrr4,1985 Production,camera,th,unspecified,youtube_play_start_view_v2,58,กล้อง Sony a5001 ครับ กล้อง Sony a51 นะ ครับ เป็น กล้อง ที่ ออก มา นาน แล้ว นะ ครับ จุด เด่น ของ มัน นะ ครับ ก็ คือ มัน เป็น กล้อง miner Rate ที่ สามารถ เปลี่ยน เลนส ได้ แล้ว ก็ มี น้ำ หนัก เบา มาก ๆ ครับ เพียง ประมาณ 200 กว่า กรัม เท่า นั้น เอง ครับ มัน สามารถ ที่ จะ Flip ขึ้น มา แบบ นี้ ได้ ครับ ซึ่ง จะ สามารถ ถ่าย ตัว เอง ก็ ได้ แล้ว ก็ ยัง มี แฟลช ด้วย นะ ครับ แช Pop Up แบบ นี้ ความ ละเอียด ของ ภาพ สูง ถึง 24.3 ล้าน พิกเซล เลย ครับ เป็น มาตรฐาน อยู่ เลย นะ ครับ ใน ตอน นี้ รวม ถึง เซ็นเซอร์ ข,,,,,,
969f2b8dfb2358840dc687867ec0774b7d3bda7cb7e8c4ec2785cb1d2c68fc6f,4FEjV7J6iDE,[SPIN9] รีวิว Insta360 X5 — กล้อง 360° ตัวจบตัวใหม่ ถ่ายง่ายขึ้นเยอะ!,https://www.youtube.com/watch?v=4FEjV7J6iDE,spin9,camera,th,unspecified,youtube_play_start_view_v2,835,รวม ทุก ความ อุ่น ใจ ไว้ ที่ เดียว AIS Spin ครับ รีวิว วัน นี้ เนี่ย มี อัปเดต จาก ทาง Insta 360 ครับ เขา ออก กล้อง 360 องศ ตัว เด็ด ของ เขา เลย เนี่ย รุ่น ใหม่ นะ ครับ ของ ปี นี้ ครับ ครบ รอบ อีก 1 ปี แล้ว นะ ครับ ปี ที่ แล้ว เรา เจอ Insta 360 X4 ครับ ปี นี้ เป็น Q ของ X5 แล้ว นะ ครับ เป็น Gen 5 แล้ว นะ ครับ ของ กล้อง 360 องศ ของ เขา นะ ครับ มี การ ปรับ ปรุง นะ ครับ Pint จาก รุ่น 4 เมื่อ ปี ที่ แล้ว เนี่ย ขึ้น มา หลาก หลาย ส่วน เหมือน กัน นะ ครับ โดย เฉพาะ การ ปรับ ขนาด เซ็นเซอร์ ให้ มี ขนาด ให,,,,,,
f4180d9d27ebf1bd696f17ae4ca41c706c301fa20913d737a2a55b368c6aed85,9NHL4NKMDG4,[SPIN9] รีวิว SIGMA BF — ดีไซน์มินิมอลสุดขีด กล้องเท่ๆ สำหรับคนเท่ๆ,https://www.youtube.com/watch?v=9NHL4NKMDG4,spin9,camera,th,unspecified,youtube_play_start_view_v2,797,รวม ทุก ความ อุ่น ใจ ไว้ ที่ เดียว AIS สวัสดี ครับ อูปิน นาย ครับ รีวิว วัน นี้ เรา อยู่ กับ กล้อง ตัว นี้ ครับ นี่ คือ กล้อง ที่ ทำ ให้ ฟีด ใน โซเชียล Media ใน ช่วง เดือน ที่ ผ่าน มา เนี่ย ตอน ที่ Sigma เปิด ตัว กล้อง ตัว นี้ เนี่ย มี ความ ตื่น เต้น มี ความ คึกคัก ระดับ นึง เลย นะ ครับ เป็น กล้อง ดิจิตอล ที่ มี ความ สวย งาม มาก ที่ สุด ผม คิด ว่า น่า จะ ใน รอบ ทศวรรษ เลย นะ คือ Sigma เนี่ย เปิด ตัว กล้อง ตัว นี้ ออก มา ครับ ชื่อ ว่า Sigma bf นะ ครับ หลาย คน รู้ จัก Sigma Corporation อยู่ แล้ว น,,,,,,
d1908d31ab780df9b694a8752ade08151dee75521306c0f36043857afefb13e4,lE1tq-wAwHQ,กล้อง Sony ZV-E10 ยังน่าใช้ในปี 2569 / Mr Gabpa,https://www.youtube.com/watch?v=lE1tq-wAwHQ,Mr Gabpa,camera,th,unspecified,youtube_play_start_view_v2,493,สวัสดี ครับ วัน นี้ พี่ มา กับ กล้อง ตัว นี้ ครับ Sony ZVE10 สาเหตุ ที่ พี่ อยาก จะ พูด ถึง กล้อง ตัว นี้ ก็ คือ พี่ รู้ สึก ว่า กล้อง ตัว นี้ นะ ครับ ZVE10 เนี่ย เป็น กล้อง ตัว ที่ พูด ได้ เต็ม ปาก เลย ว่า เป็น กล้อง ตัว ที่ คุ้ม ค่า ที่ สุด แล้ว เท่า ที่ เคย ใช้ มา นะ ครับ ซึ่ง ปัจจุบัน เนี่ย ตัว ZV10 เนี่ย ก็ จะ มี ตัว ZV10 Mark 2 ออก มา แล้ว นะ ครับ ซึ่ง เนี่ย พี่ ก็ ยัง ใช้ อยู่ แต่ กล้อง ที่ ใช้ ถ่าย ตอน นี้ เป็น ตัว A16 นะ ครับ เพราะ ว่า พี่ มี อยู่ 2 ตัว นะ ครับ แล้ว ก็ เดี๋ คราว หน้า จะ,,,,,,
9d9caa7c06459767eaef8479136a88973c2721083ba6167154d5b5930771e073,NtFZsW7VqT8,กล้องตัวแรก Sony ZV E10 VS A6400 ปี 2026 เลือกตัวไหนดี / Mr Gabpa,https://www.youtube.com/watch?v=NtFZsW7VqT8,Mr Gabpa,camera,th,unspecified,youtube_play_start_view_v2,461,สวัสดี ครับ วัน นี้ พี่ มา กับ คอมเมนต์ เี่ นะ ครับ กล้อง ตัว แรก ยัง ตัด สิน ใจ ไม่ ถูก ระหว่าง A6400 กับ ZV10 ซึ่ง ถ้า ใคร ติด ตาม พี่ มา นาน นะ ครับ จริง ๆ แล้ว 2 ตัว เ ก็ เป็น คำ ถาม ใน ใจ พี่ ตั้ง แต่ แรก เหมือน กัน นะ ครับ ว่า ระหว่าง ตัว A14 กับ ตัว ZVE10 เนี่ย จะ เลือก ตัว ไหน ดี นะ ครับ ซึ่ง ตัว แรก เลย ที่ คิด ไว้ ก็ คือ ต้อง เป็น A14 แต่ เป็น ช่วง ที่ ตัว ZV10 ออก มา พอ ดี ก็ เลย เกิด คำ ถาม แบบ เนี้ย ขึ้น มา นะ ครับ ว่า ระหว่าง ZVE10 ที่ เป็น กล้อง ใหม่ นะ ครับ กับ ตัว A1 ที่ เป็น กล,,,,,,
76bf8462eab1537868088d2c91692fc86d4a9974f56c2b8e4aac1b64fbd39993,xh5Oe03pJxs,กล้องเริ่มต้น ถ่ายรูป+วีดีโอ ครบจบตัวเดียว Canon EOS R50 📸 #กล้อง,https://www.youtube.com/watch?v=xh5Oe03pJxs,Kru Vee Suppalerk,camera,th,unspecified,youtube_play_start_view_v2,60,ครับ เวลา มี ใคร ขอ ให้ แนะ นำ กล้อง ราคา ถูก ที่ เหมาะ กับ การ เริ่ม ต้น ให้ สัก ตัว นะ ครับ ผม ก็ จะ แนะ นำ เจ้า Canon EOS m50 เนี่ย ตลอด เลย นะ ครับ แต่ ว่า ตอน นี้ นะ ครับ ได้ มี กล้อง รุ่น ใหม่ นะ ครับ ที่ อัปเกรด มา จาก เจ้า Canon EOS m50 นั่น ก็ คือ เจ้า Canon EOS r50 ตัว นี้ นั่น เอง ครับ ภาพ นิ่ง นะ ครับ ถ่าย ดู ได้ สูง สุด ถึง 15 เฟรม ต่อ วินาที เลย นะ ครับ ไม่ พลาด ทุก การ เคลื่อน ไหว เลย สำหรับ ใคร ที่ จะ เอา ไป ถ่าย ลูก หลาน นะ ครับ หรือ ว่า จะ ถ่าย สัตว์ เลี้ยง ระบบ โฟกัส นะ ครับ ก,,,,,,
