candidate_sha256,source_youtube_id,title,video_url,channel_title,proposed_leaf_key,transcript_language,caption_type,view_metric_version,duration_seconds,transcript_preview,decision,reviewed_leaf_key,transcript_quality,reviewer,reviewed_at,review_notes
c9cb31e1d69a045d612edf0fd58de588c14e83fdedf02d56a02aac9c7d05fa87,vi4uy6yjGXg,"3 มือถือ 5G งบ 6,000 บาท ที่น่าซื้อและน่าใช้ ในปี 2025 มีรุ่นไหนบ้าง คัดเน้นๆ สเปกจัดเต็ม",https://www.youtube.com/watch?v=vi4uy6yjGXg,ZZT I ZIXZESTER,phone,th,unspecified,youtube_play_start_view_v2,120,"ใครที่มีงบประมาณ 6,000 บาท แล้วอยากได้มือถือที่รองรับ 5G ในปี 2025 วันนี้ผมคัดเน้น ๆ มาแนะนำ 3 รุ่นด้วยกันครับ สเปกจัดเต็มคุ้มค่าแน่นอน ### 1. Samsung Galaxy A16 5G รุ่นแรกท็อปฟอร์มสุด ๆ ครับ ข้อดีอย่างแรกคือให้หน้าจอแบบ Super AMOLED สวยงามที่สุดในเรตราคานี้ อัตรารีเฟรชเรท 90Hz มาพร้อมกับระบบปฏิบัติการ Android 15 ชิปเซ็ตเลือกใช้เป็น MediaTek Dimensity 6300 กล้องหลังให้มา 3 ตัว โดยมีกล้องหลัก 50 ล้านพิกเซล, เลนส์ Ultra Wide 5 ล้านพิกเซล และเลนส์ Macro 2 ล้านพิกเซล ส่วนกล้องหน้าความละเอียด 13 ล้าน",,,,,,
4dcdfd6d225a26334ee13da8f3323f9e2ee8b16154ea38153c4da0de7f3108a1,_RJ1rOOTjls,"6 อันดับ มือถือเล่นเกมโคตรดีงบ 15,000 กลางปี 2026 - AnTuTu ต่ำล้านตีเก๊หมด🔥",https://www.youtube.com/watch?v=_RJ1rOOTjls,Game Jaa เกมจ๋า,phone,th,unspecified,youtube_play_start_view_v2,997,"สวัสดีครับ วันนี้เราอยู่กับรายการแนะนำมือถือสำหรับสายเล่นเกมช่วงงบประมาณ 15,000 บาท ซึ่งกำลังมาแรงมากในกลางปี 2026 นี้ เนื่องจากปัญหา RAM และ Storage มีราคาแพงขึ้น ทำให้กลุ่มมือถือราคา 10,000 บาทในอดีต ขยับขึ้นมาเปิดตัวที่ช่วงราคา 15,000 บาทแทน การหาตัวตึงรุ่นใหม่ ๆ ในราคานี้ค่อนข้างยาก อาจจะมีรุ่นที่เปิดตัวมาสักพักหรือตกรุ่นไปแล้วปนอยู่ด้วย และราคาอาจจะไม่นิ่ง ดังนั้นรีบซื้อไว้ก่อนจะปรับขึ้นนะครับ วันนี้เราคัดมา 6 ตัวเด่น ๆ ครับ ### 1. TECNO Pova 8 Pro 5G รุ่นแรกเพิ่งเปิดตัวใหม่และเราเพิ่งทดสอบ",,,,,,
faf6dca3f7ff2cd23aa9637da9287342d97f88e449070820404f3d4f5d40027c,nG3ITcW2vTg,"10 มือถือ งบ 5,000 ที่น่าซื้อที่สุดตอนนี้",https://www.youtube.com/watch?v=nG3ITcW2vTg,Tump Yung,phone,th,unspecified,youtube_play_start_view_v2,1046,"(บทสนทนาช่วงเปิดคลิป) ""เรือแจวหรือเปล่าครับ แย่เลยช่วง 5,000-10,000 บาท แต่ว่าจริง ๆ อ๋อ คลิปที่แล้วเนี่ยมันคือ 5,000-10,000 บาท แล้วเราบอกไว้ว่าเฮ้ย เดี๋ยวเราลองหาแบบเรือแจวที่ปกติมันไม่ถึง 10,000 อยู่แล้วตกดีไหม? แต่พอผมลองหาข้อมูลดู พบว่ามือถือในเรตราคานี้พอมันตกปุ๊บมันหายไปเลย มันจะเริ่มมีความแบบเฮ้ยไม่ค่อยน่าไว้ใจในการซื้อ ก็เลยต้องเป็นเรือแจวที่มีความเป็นปัจจุบัน หรืออาจจะตกรุ่นแบบพอไว้ใจได้สักนิดนึง ยังไม่ได้เปิดคลิป กูคุยกับมึงเฉย ๆ... โอเค เปิดคลิปแล้วครับ"" สวัสดีครับ จากคลิปที่แล้วนะคร",,,,,,
bee5cd3cec810e2480c5ade37bfb17630a33e2143cb21be7b7b10ff0bd7f94a2,uJguO2IEvvY,รีวิว Galaxy A17 5G ไลฟ์ชัดกว่าเรือธง อัพเดทนาน6ปี ในงบแค่ 7499.-,https://www.youtube.com/watch?v=uJguO2IEvvY,Tump Yung,phone,th,unspecified,youtube_play_start_view_v2,1286,วันนี้ครับเราอยู่กับ **Samsung Galaxy A17 5G** นะครับ มือถือที่เน้นการทำมาหากิน เน้นไลฟ์สด เน้นรับออเดอร์ หรือสำหรับพี่ ๆ ไรเดอร์ใช้นำทางวิ่งงานกันครับ พูดอย่างนี้หลายคนอาจจะมองภาพไม่ออกหรือไม่เชื่อว่ามันจะดีขนาดนั้น ผมมีตัวอย่างวิดีโอเปรียบเทียบการไลฟ์สดระหว่าง Galaxy A17 5G กับรุ่นเรือธงที่มีราคาแพงกว่าถึง 5-6 เท่าอย่าง Galaxy S25 Ultra มาให้ชมก่อนครับ เมื่อเปรียบเทียบภาพที่ไลฟ์ออกมา ผลปรากฏว่าภาพฝั่ง Galaxy A17 5G มีความชัด คม และเฟรมไทม์สมูทกว่าอย่างเห็นได้ชัด เกิดอะไรขึ้นกับ Samsung? เดี๋ยว,,,,,,
ef3229875e0ce844fe13a2494b6dad4595ca58777445c281daaab0563ee37da8,IX8ya5Hjni8,รีวิว Galaxy A57 5G - อัปเกรดเครื่องบางลง ถ่าย Ultrawide 4K ได้ น่าซื้อไหม??,https://www.youtube.com/watch?v=IX8ya5Hjni8,Tump Yung,phone,th,unspecified,youtube_play_start_view_v2,1026,สวัสดีครับ วันนี้เราอยู่กับ **Samsung Galaxy A57 5G** นะครับ สมาร์ทโฟนซีรีย์ที่ขึ้นชื่อเรื่องยอดขายอันดับต้น ๆ ของ Samsung ในปีนี้ได้รับการอัปเกรดครั้งสำคัญในรอบปี ทั้งเรื่องดีไซน์ ความบางเบา ประสิทธิภาพ และฟีเจอร์กล้อง ซึ่งจะคุ้มค่าน่าซื้อขนาดไหน และในช่วงท้ายคลิปเราจะแถมพรีวิวรุ่นน้องอย่าง Galaxy A37 5G มาให้อีกด้วยครับ ### จุดเด่นและการอัปเกรดสำคัญของ Galaxy A57 5G 1. **ดีไซน์และการประกอบพรีเมียมขึ้น:** เฟรมขอบเครื่องเปลี่ยนมาใช้วัสดุอลูมิเนียมที่มีความแข็งแรงทนทาน (เทียบกับรุ่นก่อนที่เป็นพลา,,,,,,
c86d0afb89f48616780c6224caed307014d054efd8da5a059c24bae179eb24ea,85zf2ZUwQAE,"รีวิว Galaxy S25 Ultra 5G  ลด 10,000✨ สมาร์ตโฟน AI สมบูรณ์แบบ เครื่องพรีเมี่ยม กล้องซูมเทพ !",https://www.youtube.com/watch?v=85zf2ZUwQAE,ตามชัยมา พาไปหลง,phone,th,unspecified,youtube_play_start_view_v2,60,"ลดราคาคุ้ม ๆ ถึง 10,000 บาท! สมาร์ตโฟน AI ที่สมบูรณ์แบบ เครื่องพรีเมียมและกล้องซูมเทพที่สุด นี่คือ **Samsung Galaxy S25 Ultra 5G** กับ 7 เหตุผลหลักที่ทำไมคุณถึงควรเลือกซื้อมาใช้งานครับ: 1. **หน้าจอคมชัดสว่างสุด:** ใช้หน้าจอ Dynamic AMOLED 2X ความละเอียดสูงระดับ 2K ขนาดใหญ่ 6.9 นิ้ว แสดงผลได้สวยงามลื่นไหลมาก 2. **กล้องถ่ายภาพระดับโปร:** กล้องหลักความละเอียดจัดเต็ม 200 ล้านพิกเซล พร้อมกล้อง Telephoto (กล้องซูม) ความละเอียด 50 ล้านพิกเซล สามารถซูมได้คมชัดทั้งภาพนิ่งและเสียง และมีระบบฟีเจอร์ AI ช่วย",,,,,,
cf156d8a85e6683a09713704b897731ccc342b9b57f8b3b81fbd9a2f14d03f56,9IhJne5mTtA,รีวิว HONOR Magic V6 ยิ่งบาง ยิ่งแข็ง พลิกจุดอ่อนจอพับ ให้กลายเป็นจุดเด่น !,https://www.youtube.com/watch?v=9IhJne5mTtA,GU ZAP,phone,th,unspecified,youtube_play_start_view_v2,1684,สวัสดีครับคุณผู้ชม พบกับรีวิว **HONOR Magic V6** นะครับ รุ่นนี้พัฒนาขึ้นจากเดิมหลายด้านมาก ตอนแรกผมมองภายนอกคิดว่า เฮ้ย มันจะแตกต่างจาก HONOR Magic V5 ยังไง? เพราะรุ่นเดิมมันก็บางเบาทำได้ดีมากอยู่แล้ว แต่พอได้มาทดสอบใช้งานจริง เจาะลึกสเปกข้างใน ค้นพบว่ามันเปลี่ยนไปเยอะมาก โดยเฉพาะเรื่องการถ่ายภาพ โทนภาพ แบตเตอรี่ที่ใหญ่ขึ้น รวมถึงผ่านมาตรฐานความทนทานกันน้ำกันฝุ่นระดับ IP68 / IP69 และการกันกระแทกระดับ 5 ดาวจาก SGS จะเป็นอย่างไรบ้าง ไปชมรีวิวละเอียดกันเลยครับ ### ดีไซน์ ความบางเบา และความทนทาน - *,,,,,,
d67fb9c52d8bf8bcc9f4fa988bf96e2cc09715e6ab767f1ec297cb7d4d184e1b,UYXPcQsSL_w,เกือบจะ รีวิว HONOR Robot Phone | มือถือรวมร่างกิมบอล,https://www.youtube.com/watch?v=UYXPcQsSL_w,iaumreview,phone,th,unspecified,youtube_play_start_view_v2,1070,HONOR Robot Phone อยู่ที่นี่แล้วครับ เมื่อวานเพิ่งวางขายในประเทศจีน วันนี้เดินทางมาถึงประเทศไทยเรียบร้อยนะครับ เดี๋ยวเราจะมาแกะให้ทุกคนดูไปพร้อม ๆ กันเป็นคนแรก ๆ ในประเทศไทยเลย ตัวนี้เป็นอะไรที่น่าตื่นเต้นมากเลยนะครับ เพราะที่ผ่านมาเราอาจจะเจอกับฟอร์มแฟกเตอร์ (Form Factor) มือถือหลากหลายรูปแบบ แต่แบบนี้เรายังไม่เคยเห็นในตลาดมาก่อนเลย ไม่พูดมาก เดี๋ยวแกะกล่องแล้วเล่าให้ฟังพร้อมกันเลยครับ ### อุปกรณ์ในกล่องเซตพรีเซลส์ (ROM จีน) สเปกตัวเครื่องรุ่นความจุ RAM 16GB + ROM 512GB ตอนนี้ขาดตลาดหนักมาก ๆ ใ,,,,,,
1306c263b5b093a7c068d76f9a177e9d7229316e4dcbe84e25c3b2011ca2682a,RoKt0bynSJY,"Infinix GT30 5G เกมมิ่งโฟนจอสวย แรงพอตัว ฝาหลังมีไฟ งบ 7,000 บาท",https://www.youtube.com/watch?v=RoKt0bynSJY,papayatop.com,phone,th,unspecified,youtube_play_start_view_v2,76,"วางขายแล้วกับ Infinix GT30 5G โฟนรุ่นใหม่ล่าสุดในงบประมาณ 7,000 - 8,000 บาทนะครับ สเปกมากับหน้าจอขนาด 6.78 นิ้ว แบบ AMOLED ความละเอียด 1.5K อัตรารีเฟรชเรท 144Hz นะครับ การแสดงผลทำได้ดีทีเดียว ขอบจอบางเฉียบแถมเรียบสนิทอีกด้วยนะครับ ตัวเครื่องค่อนข้างบางครับ วัสดุดีทีเดียว มีสแกนนิ้วมือบนหน้าจอ ลำโพงคู่สเตอริโอ มีพอร์ตอินฟราเรด (รีโมท) ด้วยนะครับ พร้อมพอร์ต USB Type-C ฝาหลังโดดเด่นทีเดียวเพราะเขาเจาะช่องและมีไฟ RGB นั่นเองครับ มีให้เลือก 2 สีสัน สามารถตั้งค่าสีไฟได้ตามต้องการเลย เช่นเดียวกับปุ่ม S",,,,,,
317d269f5070d0abb6d4cd761cc722c27a9ecfa6fbf371a0c96ea83ddf6fc371,yGaqQ331KYI,รีวิว iPhone 17 Pro Max vs Samsung Galaxy S26 Ultra จบๆไป,https://www.youtube.com/watch?v=yGaqQ331KYI,StepGeekTV Online,phone,th,unspecified,youtube_play_start_view_v2,1127,"เป็นธรรมเนียมทุกปีนะครับคุณผู้ชม เมื่อสมาร์ทโฟนฝั่ง Android ตระกูลท็อปอย่าง **Samsung Galaxy S26 Ultra** เปิดตัวออกมา ก็จะต้องถูกนำมาเปรียบเทียบกับคู่ปรับตลอดกาลอย่าง **iPhone 17 Pro Max** ของฝั่ง iOS เสมอ ซึ่งจริง ๆ แล้วคำตอบที่ง่ายที่สุดที่เรามักจะแนะนำทุกคนคือ **""ให้เลือกที่ระบบปฏิบัติการที่คุณถนัดเป็นหลัก""** ถ้าคุณชอบความง่าย ปลอดภัย ระบบปิดของ iOS หรือใช้ Ecosystem ของ Apple อยู่แล้ว การเปลี่ยนมา Android ค่อนข้างยาก ในทางกลับกันหากคุณรักความอิสระและติดการกดปุ่ม Back (ย้อนกลับ) ของ Android ก",,,,,,
