candidate_sha256,source_youtube_id,title,video_url,channel_title,proposed_leaf_key,transcript_language,caption_type,view_metric_version,duration_seconds,transcript_preview,decision,reviewed_leaf_key,transcript_quality,reviewer,reviewed_at,review_notes
320fd81f80c7b7df261e2c5bf9214e4c2b779e21ed644b53c72056be6718640a,l877n9MLVus,Insta360 X6 อัปเกรดใหญ่ สเปคจัดเต็ม มี I-LOG 10-Bit ในขนาดที่เล็กลง #Insta360 #Insta360X6,https://www.youtube.com/watch?v=l877n9MLVus,ช่างภาพชื่อดังฐานะร่ำรวย,camera,th,unspecified,youtube_play_start_view_v2,145,"insta 360 X6 กับ บอดี้ ที่ เล็ก ลง ไป เยอะ แต่ สเปค นี่ บอก เลย ว่า จัด เต็ม อัปเกรด ใหญ่ ล้น ๆ ใส่ อะไร มา ใหม่ บ้าง ไป ดู กัน เลย เริ่ม จาก ดีไซน์ ใหม่ เล็ก ลง อย่าง เห็น ได้ ชัด ถูก ใจ สาย มอเตอร์ไซค์ แน่ นอน กล้อง จะ ชน ลม น้อย ลง เก็บ ได้ ง่าย ขึ้น ประหยัด เนื้อ ที่ กระเป๋า แน่ นอน ว่า เลนส์ ยัง สามารถ ถอด เปลี่ยน เอง ได้ ง่าย เหมือน เดิม สาย ลุย อุ่น ใจ ได้ และ ที่ เรา ชอบ มาก เลย คือ แบตเตอรี่ เป็น แบบ นี้ แล้ว ซึ่ง มี ความ จุ 2,600 มิลลิแอมป์ ถ่าย วีดีโอ 360 8K 30 frame ได้ นาน สุด 140 น",,,,,,
27dbea019f3a5468d98c207336278e9d4a888788de9cfe2965f6f1aca76e506c,XqD1lpjwnGo,รีวิว กล้องสุดคุ้ม ปี 2023 Canon EOS R50 📸 #กล้อง,https://www.youtube.com/watch?v=XqD1lpjwnGo,Kru Vee Suppalerk,camera,th,unspecified,youtube_play_start_view_v2,60,และ นี่ นะ ครับ ก็ คือ กล้อง สุด คุ้ม นะ ครับ ใน ปี 2023 สำหรับ สาย ทำ คอนเทนต์ ถ่าย รูป ถ่าย วีดีโอ ตัว เดียว เอา อยู่ เลย ครับ ที่ สำคัญ ค่า ตัว เนี่ย ไม่ แพง เลย ครับ ผม นั่น ก็ คือ เจ้า Canon EOS r50 นั่น เอง อย่าง แรก เลย นะ ครับ กล้อง นะ ครับ มี ขนาด เล็ก แล้ว ก็ เบา มาก ครับ ผม หนัก เพียง แค่ 375 กรัม เท่า นั้น มี ฟังก์ชัน ใน การ ไลฟ์สตรีม นะ ครับ แค่ ต่อ สาย USB C เข้า คอมพิวเตอร์ ก็ สามารถ ไลฟ์สตรีม ได้ ทั้ง ภาพ ทั้ง เสียง เลย ครับ หรือ ว่า ถ้า เกิด ใคร อยาก จะ รีวิว สินค้า นะ ครับ เขา ,,,,,,
44a6c909f5e3cb29cf353a2240d2ffd11f49d45233c8c07e6b8b81be78a6a2e1,-oGeO5QHJUA,จะเลือกตัวไหนดี ระหว่าง Canon EOS R50 กับ Canon EOS R50V,https://www.youtube.com/watch?v=-oGeO5QHJUA,ZOOMCAMERA,camera,th,unspecified,youtube_play_start_view_v2,90,เฮ้ย มัน ก็ เลือก ยาก อ่ะ เนาะ ระหว่าง Canon EOS R50V ตัว ใหม่ แล้ว ก็ Canon EOS R50 ที่ เป็น กล้อง Hybrid มัน ต่าง กัน ยัง ไง กลุ่ม Targetเกต แน่ นอน ว่า Canon EOSR 50V เนี่ย เน้น ไป ทาง สาย วีดีโอ นะ คะ มี ปุ่ม เรคคอร์ด เนี่ย ให้ ถึง 3 จุด ด้าน หน้า ด้าน บน แล้ว ก็ ทัchสกreน Diอ เนี่ย จะ เน้น เป็น ฟังก์ชัน วีดีโอ ซะ ส่วน ใหญ่ เลย แล้ว อีก อย่าง นึง คือ ช่อง ที่ ใส่ ขา ตั้ง กล้อง นั่น เอง จะ มี ด้าน ล่าง แล้ว ก็ เพิ่ม มา อีก อัน นึง ก็ คือ ด้าน ข้าง นั่น เอง ไว้ ถ่าย เป็น แนว ตั้ง อ้อ แล้ว ก็ ข,,,,,,
238eb518c3b4485d439675d9c87ca270532b2cc1142314ae2c58c79f79582e5a,y-5LAB0ad2I,กล้อง Compact ใหม่ Canon Powershot V1 sensor 1.4 นิ้ว + เลนส์ Ultrawide 16mm กันสั่นดี,https://www.youtube.com/watch?v=y-5LAB0ad2I,Asayhi channel,camera,th,unspecified,youtube_play_start_view_v2,91,สรุป สั้น Canon V1 ตัว นี้ ออก แบบ มา ใหม่ เป็น กล้อง Compact เซ็นเซอร์ 1.4 นิ้ว ไซส์ คล้าย ๆ เซ็นเซอร์ ไมครโฟ แต่ ว่า เป็น อัตรา ส่วน แบบ 3:2 เปลี่ยน เลนส์ ไม่ ได้ ผม มี เวลา อยู่ กับ ไอ้ เจ้า หนี้ น้อย มาก ดัง นั้น เดี๋ จะ สรุป ให้ ฟัง เลย มี ปุ่ม สวิตช์ ภาพ นิ่ง วดีโอ โหมด APSM อยู่ ข้าง นอก หมด Powerาเวอร์ เปิด ปิด เป็น การ กด เอา ปุ่ม TOกิ ซูม กิบ สั้น ๆ ระยะ เลนส์ กว้าง สุด ประมาณ 16 มม นะ ครับ มี พัด ลม ด้าน ข้าง นะ ครับ Hotชู เป็น มัลติฟังก์ชันชู จอ FIP นี่ พอร์ต โคตร ครบ พอร์ต ไมค์ แยก ,,,,,,
7a8262ef1522d0fd6029606873e62bc697695fdae1b6820b7170657dcbd16304,6a8jewlPXJA,Fujifilm X-M5 กล้องใหม่คู่ใจสายโซเชียล ตัวเล็กกะทัดรัดแต่จัดเต็มฟีเจอร์มาแบบแน่นๆ มีโทนฟิล์ม 20 แบบ,https://www.youtube.com/watch?v=6a8jewlPXJA,BIG Camera,camera,th,unspecified,youtube_play_start_view_v2,55,Fuji Freed xm5 เพื่อน คู่ ใจ คน ใหม่ ของ สาย โซเชียล ไม่ ว่า จะ ภาพ นิ่ง หรือ วีดีโอ ก็ เอา อยู่ มือ ใหม่ ก็ ใช้ ได้ เ มา พร้อม เซ็นเซอร์ ความ ละเอียด 26 ล้าน พิกเซล และ ยัง สามารถ บันทึก วีีดีโอ ความ ละเอียด สูง ได้ ถึง 6.2k แบบ open Gate ได้ ด้วย นะ หน้า จอ ก็ เป็น แบบ very Angle สามารถ เซลฟี่ ได้ ง่าย ๆ ไม่ ต้อง กลัว หลุด เฟรม และ เขา ก็ ย้าย ช่อง เสียบ ไมโครโฟน ขึ้น มา อยู่ ด้าน บน ตรง นี้ ทำ ให้ ใช้ งาน ได้ สะดวก ไม่ เกะ กะ และ ยัง มา พร้อม ฟิล์ม simulation ถึง 20 แบบ ตอบ โจทย์ ทุก โมเมนต์ ,,,,,,
25873085f462c090b0be8e72b3547e940a5bcb4bffd198c3f9a61b2f54800c75,9-8960KfjKE,"กล้องคลาสสิค  6 รุ่น น่าใช้ งบไม่เกินหลัก 5,000 บาท (สำหรับผู้เริ่มต้น) #กล้องมือสอง",https://www.youtube.com/watch?v=9-8960KfjKE,1985 Production,camera,th,unspecified,youtube_play_start_view_v2,90,"กล้อง คลาสสิค 6 รุ่น ใน งบ ประมาณ ไม่ เกิน 5,000 บาท Panasonic GF8 เป็น กล้อง Mirate ที่ ออก แบบ มา อย่าง เรียบ ง่าย แต่ มี ฟังก์ชัน ที่ ครบ คัน ใช้ เซ็นเซอร์ C ละเอียด 16 ล้าน พิกเซล ราคา จะ อยู่ ที่ 4,250 บาท เป็น มือ สอง นะ ครับ Nikon D3100 เป็น กล้อง DSLR กล้อง รุ่น นี้ มา พร้อม เซ็นเซอร์ ซีมอ ขนาด APS Cizz ความ ละเอียด 14.2 2 ล้าน พิกเซล มี ระบบ โฟกัส แบบ Faceส และ contct detection โดย ราคา อยู่ ที่ 4,000 บาท เป็น มือ สอง นะ ครับ Canon EOS 550D ซึ่ง กล้อง ตัว นี้ มา พร้อม เซ็นเซอร์ C ขนาด A",,,,,,
22205acbfa93de64b7fcd23a7cdbcbb4d1cddab56fc392b60240f4e267b2fb29,3j6Prmp6HOo,กล้องที่น่าซื้อประจำปี 2026 คัดมาให้แล้วตามการใช้งาน #ของดีบอกต่อ #ไฮที #เก่งคชา #zoomcamera,https://www.youtube.com/watch?v=3j6Prmp6HOo,ไฮ-ที Hi-T,camera,th,unspecified,youtube_play_start_view_v2,113,"ปี 2026 ใคร ที่ กำลัง จะ ซื้อ กล้อง คลิป นี้ สรุป ให้ ครบ แยก ตาม ประเภท ให้ ด้วย เริ่ม จาก มือ ใหม่ ที่ อยาก เริ่ม ต้น แต่ ยัง ไม่ รู้ จะ เริ่ม ที่ ตัว ไหน แนะ นำ Sony CB1 Mark 2 ราคา 23,800 บาท กล้อง Compact ใช้ ง่าย โฟกัส ไว เหมาะ สำหรับ เริ่ม ทำ Content และ Canon Power Shot V1 ราคา 29,900 บาท เดิน เรื่อง โหมด ออโต้ และ การ ถ่าย วีดีโอ แนว ตั้ง มือ ใหม่ ไม่ ต้อง คิด เยอะ ส่วน สาย Point and Shoot เล็ง แล้ว กด ไม่ อยาก ตั้ง ค่า Rigo GR4 ราคา 43,990 บาท ตัว เล็ก พก ง่าย ถ่าย มือ เดียว ยัง ชัด ได",,,,,,
6696b2477f0c822f79a2861a0346e431381f9681a64ed51c31af7e052af39f71,NSIKIrvLqhc,ถ้าอยากเริ่มทำคอนเทนต์ แต่ไม่รู้จะใช้กล้องอะไรดี? แนะนำ Sony ZV-E10 #sony #sonyzve10 #camera,https://www.youtube.com/watch?v=NSIKIrvLqhc,Nongpppp,camera,th,unspecified,youtube_play_start_view_v2,23,เพื่อน ๆ ถ้า อยาก เลือก ทำ คทent แต่ ยัง ไม่ รู้ จะ ใช้ กล้อง อะไร แนะ นำ เลย Sony ZV E10 เบา มาก พก ง่าย จอ พับ ได้ หมุน มา ถ่าย ตัว เอง ก็ สบาย โฟกัส เร็ว จะ โชว์ ของ ก็ เปลี่ยน ไป ที่ สินค้า แบบ ทัน ที อยาก ละลาย หลัง ก็ แค่ กด ปุ่ม เดียว ง่าย สุด ๆ บันทึก เสียง ก็ ดี มี ไมค์ กับ การ ลง มา ให้ ไม่ ต้อง ซื้อ เพิ่ม พูด ตรง ๆ คือ ครบ จบ ใน ตัว เดียว เหมาะ สุด ๆ สำหรับ มือ ใหม่ ที่ อยาก เริ่ม ต้น จริง จัง ครับ,,,,,,
413d5f71e1f76249dd138c459a066dc6cc506b3c17a88b7af2ddc91a646a1cae,hvowz6KzMiI,รีวิวกล้อง Canon PowerShot V1 กล้องเล็กพกง่าย ถ่ายวีดีโอดี ถ่ายรูปดี,https://www.youtube.com/watch?v=hvowz6KzMiI,เที่ยวแล้วเที่ยวอีก Travels Again,camera,th,unspecified,youtube_play_start_view_v2,85,มี ใคร ชอบ ถ่าย รูป ถ่าย คลิป วีดีโอ เวลา ไป เที่ยว กัน บ้าง คะ เตย มี กล้อง ที่ เก่ง เรื่อง การ ถ่าย วีดีโอ และ การ ถ่าย รูป ดี ๆ มา แนะ นำ กัน กล้อง ตัว เ มี ชื่อ ว่า Canon Power Shot V1 กล้อง Canon Power Shot V1 เป็น กล้อง ขนาด ที่ ไม่ ใหญ่ มาก น้ำ หนัก เบา พก พา ง่าย หยิบ ใส่ กระเป๋า ไป ไหน มา ไหน ก็ สะดวก ใน ส่วน ของ การ ใช้ งาน ค่ะ พวก ปุ่ม กด ต่าง ๆ ก็ ใช้ ง่าย จะ กด จะ ปรับ การ ตั้ง ค่า ก็ ทำ ได้ คล่อง เลย และ การ จับ ถือ ก็ จับ ได้ ดี จับ ได้ แน่น ติด มือ ถือ แล้ว มั่น ใจ ตัว เลนส์ ก็ เ,,,,,,
9d30a20779699205285c3f042080d2c4e106334ccf0e13db215dd11ef66c33dc,Dp9GOeWzLd4,รีวิวกล้อง📸 Canon R50V แล้วใช้ง่ายกว่าที่คิดเยอะ!✅ #รีวิวกล้อง #canonr50v #กล้องถ่ายรูป,https://www.youtube.com/watch?v=Dp9GOeWzLd4,เจ้าฉาย ชอบคอสเพลย์🌞,camera,th,unspecified,youtube_play_start_view_v2,91,มือ ใหม่ ลอง ใช้ กล้อง Canon EOS 50V เหมาะ สำหรับ ใส่ คทent จริง หรอ หลาย คน น่า จะ เคย เห็น รีวิว แบบ เต็ม ประสิทธิภาพ จาก ช่อง ใหญ่ ๆ กัน ไป บ้าง แล้ว แต่ ฉาย คือ ช่อง รีวิว ที่ ไม่ ได้ ใช้ กล้อง ตัว ใหญ่ เลย ก็ คือ แทบ จะ ไม่ ได้ จับ เพราะ ว่า รู้ สึก ว่า ใช้ ยาก ถึง ภาพ จะ สวย แต่ ก็ ยัง รู้ สึก ใช้ งาน ไม่ สะดวก แต่ บอก ตรง ๆ เลย ว่า ได้ ลอง รุ่น เนี้ย เปลี่ยน ความ คิด ไป เลย เริ่ม อยาก จะ ใช้ กล้อง ตัว บ้าง ละ ระบบ โฟกัส เนี่ย ก็ ไว มาก แล้ว ก็ เห็น ยัน ฝุ่น เลย นะ เธอ น้ำ หนัก คือ เบา มาก,,,,,,
